,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Offroad Tires,Refrigerator,Roof Fan,Sink,Solar,Stove,USB port,Water Pump,Bike Rack,Heater / Furnace,Microwave,Shower (Indoor),Toilet,Water Heater,Awning,Fresh Water Tank (Portable),Heated seats,Inverter,Offroad Lights,Roof Rack,Security System,Shower (Outdoor),Suspension Mods,Tow Winch,Towing Package,Cooler,TV,Fuel Efficiency (Highway),Generator,Oven,Propane,Child Seat,Skylight,Handicap / Wheelchair Conversion
13,2019 Ram ProMaster 1500 with Professional Conversion,54500.0,"Baltimore, Maryland, United States",2019,2019 Ram ProMaster 1500,72000,2WD,Lien,Automatic,Gasoline,,2,2,True,True,True,True,,True,,,True,,True,True,True,,,True,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,
14,2012 Mercedes Sprinter 170 2WD Black,52000.0,"Yonkers, New York, United States",2012,2012 Mercedes Sprinter 170 2WD,63000,2WD,Clean,Automatic,Diesel,170.0,3,3,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,,True,,,True,,,,,True,True,,,,,,True,,,20.0,,,,True,,
15,Adventure School Bus Conversion,68000.0,"San Luis Obispo, California, United States",2000,Bluebird TC-2000,185758,2WD,Clean,Automatic,Diesel,,4,4,,,True,True,,,,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,,,,True,,True,,True,,,,True,,,,True,,,,
16,Top of the line Sprinter 4x4,195000.0,"Seattle, Washington, United States",2018,"Mercedes Sprinter 2500, 144WB, High Roof, 4x4",25000,4WD,Clean,Automatic,Diesel,144.0,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,,,True,True,,,True,True,True,,True,,,,,,True,,,
17,2021 Frontier Van Conversion 2018 Ram ProMaster 1500,69997.0,"West Columbia, South Carolina, United States",2018,Ram ProMaster 1500,56000,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,,True,True,True,True,,True,True,,True,True,True,True,True,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,
18,Professional Compact Van Builds!,36000.0,"1455 West Cedar Avenue, Denver, Colorado 80223, United States",2012,Ford Econoline Extended,130000,2WD,Clean,Automatic,Gasoline,,2,2,True,,True,True,True,,,,True,True,,True,True,True,,True,True,,,,,,,,True,,True,,True,,,,,True,,,,,,,,,
19,Chevy Express/GMC Savana 1500 AWD Lifted and Off-Road Ready,21500.0,"Philadelphia, Pennsylvania, United States",2011,GMC Savana 1500 AWD,138000,AWD,Clean,Automatic,Gasoline,,2,2,True,,True,True,True,,True,,,True,,,,,,,,,,,,,,,,,,True,True,,,True,,True,,,13.0,,,,,,
20,2020 Ford Transit 250 ext high roof,110000.0,"Sauls Real Estate Marketing, 33664 Discovery Dr, Dana Point, California 92629, United States",2020,Ford transit,28000,2WD,Clean,Automatic,Gasoline,148.0,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,True,,,,,,,,True,,True,True,,,,,True,True,16.0,,,,,,
21,Ford Transit AWD high-roof conversion,115000.0,"Santa Cruz, California 95060, United States",2020,Ford Transit,15000,AWD,Clean,Automatic,Gasoline,,2,2,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,True,,,True,True,,,True,True,,True,True,,,,,True,,,
22,"Adventure Camper Van | Newly Converted Ram Promaster High Roof 159"" WB",59000.0,"Virginia, United States",2016,Ram Promaster 2500,65000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,True,True,True,True,True,,True,,True,True,True,True,True,True,True,,,,,True,,,True,True,True,True,,True,,,,,,,,,,True,,,
23,SOLD New Completely Off Grid Build Ready October 2021,80000.0,"Sacramento, California, United States",2020,2020 Ram Promaster 2500,15000,2WD,Clean,Automatic,Gasoline,159.0,2,3,,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,,,True,True,,,,True,,,,True,,,,,,19.0,,,,,,
24,"2011 Mercedes-Benz Sprinter 2500 Camper Van, 93k miles",72000.0,"Portland, Oregon, United States",2011,"Mercedes-Benz Sprinter 144"" 2500",93000,2WD,Clean,Automatic,Diesel,144.0,2,2,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,True,True,,True,,,,True,,,True,,,18.0,True,True,,,True,
25,Balboa Motorhome Camper Van,33000.0,"Encinitas, California, United States",1973,1973 Dodge Sportsman B-300 Balboa Motorhome,103200,2WD,Clean,Automatic,Gasoline,,2,4,,True,,,,,True,True,,,,,True,,True,True,True,,,,True,True,True,,,,True,,,,True,True,,True,,,12.0,,True,True,,,
26,Custom MB Sprinter Luxury Van,127500.0,"Richmond, Texas 77406, United States",2017,Mercedes Benz 2500 diesel 170 wheelbase,37000,2WD,Lien,Automatic,Diesel,170.0,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,,True,True,True,,,,True,,,,,,,,,,,,,,,,
27,Sprinter Conversion Van 3500 Dually 170 Solivagant by Team Adventure USA,219900.0,"North Liberty, Iowa 52317, United States",2021,3500 Mercedes Sprinter 170 Dually fully converted by Team Adventure USA,89,2WD,Clean,Automatic,Diesel,170.0,2,2,True,True,True,True,,True,True,True,True,,True,,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,,,,,True,True,True,,20.0,,,,,True,
28,2001 Chevy Express Camper Van,48000.0,"San Diego, California, United States",2001,Chevy Express,166000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,,True,,True,,,,True,True,True,True,,,,,,True,,,
29,2019 Ram Promaster 159 WB High Roof,69000.0,"San Diego, California, United States",2019,Ram Promaster,38500,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,,,True,,,,,,True,,True,,True,True,,,,,True,,17.0,,True,True,,,
30,2018 Ford Transit Mid Roof 250 148WB,65000.0,"Evergreen, Colorado, United States",2018,Ford Transit,31600,2WD,Clean,Automatic,Gasoline,148.0,2,3,True,True,True,True,,True,,,,True,,True,True,,,True,True,,True,,,,,True,,,,,True,,,,,,,,,,,,,,
31,2017 Mercedes 2500 Sprinter 4x4 (Delivered New in Aug 2018),99500.0,"Hermosa Beach, California, United States",2017,Mercedes Sprinter,21000,4WD,Clean,Automatic,Diesel,144.0,3,3,True,,True,True,True,True,True,,,True,True,True,,,,True,,True,True,,,,,True,,True,True,True,True,True,True,True,,True,,,,,,,True,,
32,Modern Ram Promaster 3500. BRAND NEW ENGINE.,38500.0,"Westerville, Ohio, United States",2014,Ram Promaster 3500,114300,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,,,,,,True,,,,,True,,,,,,,,,,,,,
33,Built for Offgrid Adventures,82000.0,"Eureka Springs, Arkansas 72632, United States",2021,2021 Dodge Promaster,1000,2WD,Clean,Automatic,Gasoline,,2,3,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,,,,True,,True,True,,,,True,,,,,,True,,16.0,,,,,,
34,2020 Sprinter v6 2500,76000.0,"Southport-Supply Road Southeast, Southport, North Carolina 28461, United States",2020,Mercedes Benz Sprinter,8100,2WD,Clean,Automatic,Diesel,170.0,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,,True,,True,True,True,,True,,True,,,True,True,,,,True,,22.0,,,,,,
35,NEW BUILD Ford Transit van conversion,69000.0,"San Diego, California, United States",2018,2018 ford transit 150 medium roof,65000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,True,,True,,True,True,,True,True,True,True,True,True,True,,,,,True,True,,,,True,,,,True,,,,True,,,,,True,,,
36,Fully converted Skoolie,72000.0,United States,1996,1996 Thomas International 3800 DT466,115000,2WD,Clean,Automatic,Diesel,,4,5,,True,,True,True,,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,,,,True,,,True,,True,,,True,True,True,True,
37,4X4 Off-Grid 144 SOLD!,169000.0,"38365 Innovation Court, Murrieta, California 92563, United States",2020,Mercedes Sprinter 144 4x4 Crew,7087,4WD,Clean,Automatic,Diesel,144.0,4,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,,,,,,,,,,True,,
38,Simplistic Walnut and White Sprinter Van,47999.0,"Lander, Wyoming, United States",2014,Mercedes Sprinter,100500,2WD,Lien,Automatic,Diesel,144.0,2,2,True,True,True,True,,True,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,21.0,,True,True,,,
39,2016 Off-Grid Sprinter Van Camper Van FOR SALE,85000.0,"Winnipeg, Manitoba, Canada",2016,Mercedes Sprinter 2500 170WB,74000,2WD,Clean,Automatic,Diesel,170.0,1,2,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,True,True,True,,True,,,True,,True,,,18.0,,,,,,
40,2019 Promaster 3500 extended with Full Bath | Off-Grid | Custom Van,95000.0,"Sacramento, California, United States",2019,Dodge Promaster 3500,23900,2WD,Clean,Automatic,Gasoline,,2,4,,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,,True,True,True,,True,,True,,,True,True,,,True,,,,,,,,,
41,2019 4x4 Mercedes Sprinter,199000.0,"Redmond, Oregon, United States",2019,Mercedes Sprinter 170wb 4x4,4386,4WD,Lien,Automatic,Diesel,170.0,2,3,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,True,,True,,,True,True,True,,,,,True,,,,,,,,,
42,THE CUSTOM by Drifter Vans,109500.0,"24175 Telegraph Road, Southfield, Michigan 48033, United States",2021,"Sprinter, Promaster or Transit",,4WD,Clean,Automatic,Gasoline,,2,2,,,,True,,,,True,True,,True,True,True,True,True,True,True,,True,,,True,True,True,True,,True,,True,,True,,,True,,,,,,True,,True,
43,Fully Loaded Luxury 4x4 Sprinter ESV-1 built by Earth Ship Vans,270000.0,"Denver, Colorado, United States",2019,Mercedes Sprinter 3500 4x4,1000,4WD,Lien,Automatic,Diesel,170.0,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,18.0,True,,,,,
44,2019 4X4 Diesel 5 seat Moto van,87000.0,"West Valley City, Utah, United States",2019,Mercedes Sprinter,34727,4WD,Clean,Automatic,Diesel,,5,2,True,,True,True,True,,,,,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,
45,Recently Reduced!! Low Mileage for Off-Grid adventures!,55000.0,"Robert Lee, Texas, United States",2019,"Dodge Ram Promaster, 2019",14687,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,,,,True,,,True,True,True,,True,True,,,,,,,,True,,True,,,,,,,True,,,18.0,,,,,,
46,GMC Savana 3500 | Architect-Converted Short Skoolie | Fully Equipped for Off-Grid Living,47500.0,"California, United States",2009,GMC Savana G3500,180000,2WD,Clean,Automatic,Gasoline,,2,3,,True,True,,True,,,True,True,,True,True,True,True,,,True,,,,,True,,True,,,True,,,,True,,,,,,12.0,,,True,,,
47,FORD TRANSIT CAMPER FOR 4,84000.0,"Toronto, Ontario, Canada",2020,FORD TRANSIT,16000,2WD,Clean,Automatic,Gasoline,,4,4,True,,True,True,True,,,,True,,True,True,True,True,True,True,True,,True,,,True,True,,True,True,True,,,,True,,,,True,,,,,,True,,
48,"(SOLD) Mint 2017 Sprinter 2500, 144 Crew van- ready to build!",46500.0,"Jamul, California 91935, United States",2017,Mercedes-Benz Sprinter,21620,2WD,Clean,Automatic,Diesel,144.0,5,6,True,True,,True,True,True,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,True,,,22.0,,,,,,
49,Leo - The home on wheels by Mybushotel,95000.0,"Las Vegas, Nevada, États-Unis",2021,Dodge ram promaster 2500 high roof,,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,,,True,,True,True,,True,,True,,,,True,,,,True,True,26.0,,,,,True,
0,Basic Build Awaiting Your Unique Finishes,25000.0,"Bailey, Colorado 80421, United States",2007,2007 Chevy Express Van,59000,2WD,Clean,Automatic,Gasoline,,2,2,True,,True,True,True,,True,,,,,True,,True,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,
1,Vannah White,109000.0,"Las Vegas, Nevada, United States",2019,Mercedes Sprinter,5450,2WD,Clean,Automatic,Gasoline,,2,3,True,True,,True,,True,True,,True,,True,,True,True,,True,True,,True,,True,True,True,True,True,,True,True,,,True,,,,,,14.0,,,,,,
2,Sara - The home on wheels by Mybushotel,90000.0,"Las Vegas, Nevada, États-Unis",2021,Dodge ram promaster 2500 high roof,,2WD,Clean,Automatic,Gasoline,,2,3,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,,,,True,True,True,True,True,,True,,,,True,,,,True,,25.0,,,,,True,
3,2020 transit connect xlt passenger wagon campervan,51000.0,"Denver, Colorado, United States",2020,Ford Transit Connect,11000,2WD,Lien,Automatic,Gasoline,120.0,2,2,True,,True,True,True,True,,,,,True,True,,True,,True,,,,,,,,True,,,True,,,,,,,,,,27.0,True,,,,,
4,**Price Drop! - Fully Converted 2020 Mercedes Sprinter 144 4x4,173000.0,"Denver, Colorado, United States",2020,Mercedes Sprinter,4900,4WD,Clean,Automatic,Diesel,144.0,4,3,True,,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,,,True,,,,True,True,True,,True,True,,True,,,,,,,,,
5,"Brand New 2020 Ford Transit 250, 148 Wheelbase, Medium Roof Conversion",83500.0,"Saratoga Springs, New York, United States",2020,Ford Transit 250,194,2WD,Lien,Automatic,Gasoline,148.0,2,2,True,,True,True,True,True,,,True,,True,True,True,True,True,True,True,,True,,,True,,,True,,True,,True,,,,,True,,,,,,True,,,
6,ONE OF A KIND OFF-GRID SPRINTER VAN,99000.0,"Vermont, United States",2017,Mercedes-Benz Sprinter,20000,2WD,Clean,Automatic,Diesel,-144.0,2,2,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,,,True,True,True,,True,True,,True,,,,,,True,,,
7,Strata Rigs Ram Promaster Build Out,95000.0,"Ketchum, Idaho, United States",2019,Ram Promaster,38000,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,,True,,,,,,,19.0,,,True,,,
8,"2019 Ram Promaster 136"" WB High Roof - Professional Conversion, Odometer under 600 miles",99500.0,"Clayton, Georgia, United States",2019,Ram ProMaster,571,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,,True,,,True,True,True,,,True,,True,True,True,,,,True,,25.0,,,,,,
9,2019 Ram Promaster 2500 High Roof 159WB,65000.0,"Salt Lake City, Utah, United States",2019,2019 Ram Promaster 2500,36000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,True,,,,,True,,True,,True,,,,,,,,,,,True,True,,,,,,True,,,,,,,,,
10,"SOLD - Low Mileage 2015 Ram Promaster 3500 159 EXT - Adventure ready! Full shower, heat, solar, ski and bike storage and more!",81200.0,"Durango, Colorado, United States",2015,2015 Ram Promaster 3500 159 EXT,51000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,,,True,,,,,,,15.0,,True,True,,,
11,Chevy Conversion Bus 2014,85000.0,"Mount Pleasant, South Carolina 29464, United States",2014,Chevy Express G-4500 2014,118000,2WD,Clean,Automatic,Diesel,,3,4,True,True,True,True,,,,True,True,,True,True,True,True,True,True,True,,,,True,True,True,,True,,True,,True,True,True,,,True,True,True,12.0,,,True,True,,
12,2013 Mercedes Sprinter 144WB,64000.0,"Boulder, Colorado, United States",2013,Mercedes Sprinter 144 WB,145000,2WD,Clean,Automatic,Diesel,144.0,2,2,True,,True,,True,,,True,True,True,True,True,True,True,True,True,True,,,,,True,,,True,,True,,,,True,,,,True,,18.0,,,True,,,
13,Ford 7.3L 4WD 98k Original Miles Ambulance Camper Conversion,49500.0,"San Diego, California, United States",1997,Ford 7.3L Turbo Diesel Dually 4WD,98000,4WD,Clean,Automatic,Bio-Diesel,,2,2,True,True,True,,True,True,True,True,True,,True,,True,,True,True,True,,True,,,,True,True,,,True,,True,,True,,,,True,,,,,True,,,
14,Adventure Cabin - #Vanlife in a Converted Custom Campervan!,69999.0,"Orem, Utah, United States",2019,2019 Ford Transit,51000,2WD,Lien,Automatic,Gasoline,148.0,2,-11,True,,True,True,,True,,True,True,,True,True,True,True,True,True,True,True,True,,,True,,,,,True,,True,,True,,,,,,,,,,,,
15,Camper Van 400W Solar,66500.0,"153 Oak Grove Dr, Rhome, Texas 76078, United States",2019,2019 Ford Transit 250 Mid Roof 148 WB,43500,2WD,Lien,Automatic,Gasoline,148.0,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,,True,,True,True,True,,,,True,,,,,,,True,,,,,,,,True,
16,2020 GMC Van,39000.0,"Fontana-on-Geneva Lake, Wisconsin, United States",2020,2020 GMC Savana,13000,2WD,Clean,Automatic,Gasoline,,5,2,True,,True,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,,,True,True,,18.0,,,,,,
17,SHORT WHEELBASE HIGHTOP,31250.0,"Santa Barbara, California, United States",2004,DODGE SPRINTER 2500,172483,2WD,Salvage,Automatic,Diesel,118.0,2,2,True,True,,,,True,True,,,True,True,True,True,True,True,True,True,,True,,,,,True,True,,True,,True,,,,,,True,,20.0,,,,,,
18,2020 4x4 Mercedes Sprinter 144'' WB off-grid van w/ shower,120000.0,"Louisville, Kentucky, United States",2020,2020 4x4 Mercedes Sprinter 2500 144'',6000,4WD,Clean,Automatic,Diesel,144.0,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,True,,True,True,True,True,True,,,,,True,17.0,,,,,,
19,4x4 F550 Tiny House,105000.0,"Friday Harbor, Washington, United States",2007,Ford Super Duty,180000,4WD,Clean,Automatic,Diesel,158.0,3,3,True,,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,,True,,True,,True,12.0,,True,True,,,
20,2015 Mercedes - Benz Sprinter 2500 144WB,74000.0,"Kailua, Hawaii, United States",2015,Mercedes - Benz Sprinter,50000,2WD,Clean,Automatic,Diesel,,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,True,,,,True,,,,True,True,,,True,True,,True,True,True,,,,,,,,
21,2020 MB 4x4 170 WB Custom Conversion,130000.0,"Vermont, United States",2020,Mercedes Sprinter 4x4 170 WB 2500 Diesel,6000,4WD,Clean,Automatic,Diesel,170.0,2,3,True,,,True,,True,,True,,,True,True,True,True,True,True,True,,True,,,,,,,,True,,,,True,,,True,,,20.0,,True,True,,,
22,Home Away From Home 2021 Build 2019 Ford Transit,63500.0,"56698 Sunset Drive, Shelby Charter Township, Michigan 48316, United States",2019,2019 Ford Transit 250 Medium Roof,30000,2WD,Clean,Automatic,Gasoline,,2,2,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,,,,True,,True,,True,,,True,True,,,,True,,20.0,,True,True,,,
23,BEAUTIFULLY HANDCRAFTED YACHT ON WHEELS,112499.0,"Bend, Oregon, United States",2019,Ford Transit 350 extended HIGH ROOF,16000,2WD,Clean,Automatic,Gasoline,350.0,2,2,True,,True,True,True,,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,True,,True,,,,True,,,,,True,,,,,,True,
24,Adventure Ready Mercedes-Benz Metris With SCA Camper Conversion!,56500.0,"Chicago, Illinois, United States",2016,Mercedes-Benz Metris,52500,2WD,Clean,Automatic,Gasoline,,8,2,True,,True,True,True,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,
25,2015 Toyota Sienna Camper Conversion by Oasis Campervans,38500.0,"Broomfield, Colorado, United States",2015,Toyota Sienna,90000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,,True,True,True,,,True,,True,,True,True,True,True,True,,,,,,,,True,,True,,,,,,,,,,22.0,,,,,,
26,"Sad to say goodbye, but love to watch you leave",95000.0,"Murrieta, California, United States",2020,Ram Promaster 2500 159 High Roof,6900,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,True,True,True,True,,True,True,,True,True,True,True,,True,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,
27,"2021 Sprinter 170"" High Roof",85000.0,"11119 Alterra Parkway, Austin, Texas 78758, United States",2021,Mercedes Sprinter,3500,2WD,Clean,Automatic,Diesel,170.0,3,3,True,True,True,True,,True,,True,True,,True,True,True,True,True,,True,,,,,,True,,,,True,,,True,True,,,,True,,22.0,,,,,True,
28,"Brand New Build, Low Miles, Professionally Converted by Nomad RVs",65000.0,"Toms River, New Jersey 08753, United States",2020,2020 Ram Promaster,13974,2WD,Lien,Automatic,Gasoline,136.0,2,2,True,True,,True,True,True,,True,,,True,True,True,True,,True,True,,True,,,,True,,,,True,,,,True,,,,,,,,,,,,
29,*SOLD* | Chevy 3500 BlueBird | Fully Equipped & Off Grid Ready | Custom Skoolie Conversion,52000.0,"Saint Paul, Minnesota, United States",2010,2010 Chevy 3500 Duramax Diesel,116400,2WD,Clean,Automatic,Diesel,21.0,3,2,,,,,,,,,True,,True,,True,True,True,True,True,,True,,,True,,,True,,True,,,,,,,,,,15.0,,,True,,True,
30,"Mercedes TN 309 , model 1982 , 49000 miles (PRICE 9000$)",9000.0,"Matn District, Mount Lebanon, Lebanon",1982,"Mercedes TN 309 , model 1982",49000,2WD,Clean,Manual (Stick Shift),Gasoline,,3,3,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2017 Sprinter 144,105000.0,"Franklin Park, Illinois 60131, United States",2017,Mercedes Sprinter,52000,2WD,Clean,Automatic,Diesel,,2,2,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,,,,True,True,True,,True,,True,,True,,,,,True,,,
32,2021 Mercedes Benz Sprinter 2500 Diesel 4x4,129000.0,"Vista, California, United States",2021,Mercedes Sprinter,220,4WD,Clean,Automatic,Diesel,,4,2,True,True,True,True,,True,,,True,True,True,True,True,,,True,True,,,True,,True,,,True,,True,,,,,True,True,True,True,,,True,,,,,
33,"New 2021 Transit 350 High Roof Extended, Seat and Sleep for 4",99000.0,"La Crescenta-Montrose, California, United States",2021,Ford Transit,600,2WD,Clean,Automatic,Gasoline,148.0,4,4,True,True,,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,,,,True,,,True,True,,,,,True,,,
34,AMAZING LAYOUT! WITH ALL THE AMENETIES. THIS ONE HAS [SOLD] CONTACT US TO START YOUR BUILD!,91000.0,"Denver, Colorado, United States",2020,Ram Promaster,34000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,,True,,,True,True,,True,,True,,,,True,,,,,,,,,True,,,
35,The Wandering Family Van!,127500.0,"Colorado, United States",2021,Ram Promaster 3500 159EXT,2000,2WD,Clean,Automatic,Gasoline,,4,4,True,,True,True,,True,,True,True,,True,True,True,True,,True,True,,True,,True,True,True,,,,True,,,,,True,,True,,,,,,,True,,
36,"2020 Mercedes Sprinter 170"" Brand New Conversion l Adventure In Style",185000.0,"Santa Barbara, California, United States",2020,Mercedes Sprinter 170 2500,500,2WD,Clean,Automatic,Diesel,170.0,2,2,True,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,True,,True,,True,True,True,,,,,,,,,,,True,
37,2020 Promaster: Adventure-Ready,65000.0,"Denver, Colorado, United States",2020,2020 Ram Promaster,18000,2WD,Clean,Automatic,Gasoline,159.0,2,4,True,,True,True,True,True,,True,,,True,True,True,True,True,True,,,,,,,,,,,True,,,,,,,True,,,18.0,,True,True,,,
38,E350 Extended comfort !,17500.0,"3119 100th Street, Malcom, Iowa 50157, United States",2000,Ford E350 Extended,104500,2WD,Clean,Automatic,Gasoline,,2,2,,True,,True,True,True,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,True,,,,,,,,True,
39,2021 Sprinter 170 2WD Professionally Converted and Adventure Ready November 2021!,150000.0,"Bend, Oregon, United States",2021,2021 Mercedes Sprinter 170 2WD Crew Van,450,2WD,Clean,Automatic,Diesel,170.0,5,2,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,,True,,True,True,,True,,,18.0,,,,,,
40,"Clean and Modern Custom 2008 170"" Dodge Sprinter",54000.0,"Provo, Utah, United States",2008,Dodge Sprinter,203001,2WD,Clean,Automatic,Diesel,170.0,2,2,True,True,True,True,,True,,,,True,True,True,True,True,,True,True,,,,,True,,,True,,True,,,,,,,True,,,,,,,,,
41,"1985 VW Vanagon Westfalia - 62k Miles, ALL ORIGINAL!",60000.0,"Port Angeles, Washington, United States",1985,Volkswagen Vanagon Westfalia,62000,2WD,Clean,Manual (Stick Shift),Gasoline,,5,4,,True,,,,,,True,,,True,,True,,True,,True,,,,,,,True,,,,,,,,,,,,,,,,True,,True,
42,2020 4x4 Adventure Wagon Sprinter Build,189000.0,"Portland, Oregon, United States",2020,Freightliner Sprinter,350,4WD,Lien,Automatic,Diesel,144.0,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,,True,True,,,,,,,,
43,"Brand new professionally built, 2021 Sprinter.",95000.0,"Hood River, Oregon, United States",2021,Mercedes Sprinter 2021,800,2WD,Clean,Automatic,Diesel,144.0,2,2,True,,True,True,True,True,,,,,True,True,True,True,True,True,True,True,True,,True,True,True,,True,,True,,True,,,,,,,,21.0,,,,,,
44,"2011 Mercedes Sprinter 2500, 170WB, high roof campervan in perfect condition, only 126k miles- $US30,000",30000.0,"L5T 1E8, Mississauga, Ontario, Canada",2011,Mercedes Sprinter,126000,2WD,Clean,Automatic,Diesel,170.0,2,4,,True,,,,,,,True,,True,True,True,True,True,True,True,,True,,True,True,,,True,True,True,,,,,,,,,,20.0,,,True,,,
45,2021 promaster cozy cottage,79900.0,"Naples, Florida, United States",2021,Ram promaster,8000,2WD,Lien,Automatic,Gasoline,,2,2,True,True,True,True,True,True,,True,True,,,,True,,True,True,True,,True,,True,True,True,,True,,,,,,,,,,True,,18.0,True,,,,,
46,2 BEDS 4 SEATS campervan!,69000.0,"Hallandale Beach, Florida, United States",2019,Ford Transit 350,39000,2WD,Clean,Automatic,Gasoline,,4,4,True,True,True,True,,True,,True,,,,True,True,True,,True,True,,,,,,,,True,,True,,,True,,,,,,,,True,,,,,
47,4X4 Mercedes Sprinter - Brand New Late 2020 Build,135000.0,"Culver City, California, United States",2020,"Mercedes-Benz Sprinter – 2500, 170” wheel base, 4x4",10000,4WD,Clean,Automatic,Gasoline,170.0,3,3,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,,True,,True,True,True,,True,,,,,,21.0,,,,,,
48,Custom Transit 250 Camper Van,49500.0,"West Bloomfield Township, Michigan, United States",2015,Ford Transit 250,126000,2WD,Clean,Automatic,Gasoline,148.0,3,3,True,,True,True,True,True,,True,True,True,True,True,True,,,True,True,,True,,,True,True,,,,True,,,,True,True,,True,,,,True,,,,,
